Symbol,Name,ISIN,Series,Exchange,Type,UpdatedAt
INE536C01029,10.0,,nan,BSE,SME,2026-01-03
INE536H01010,10.0,,nan,BSE,SME,2026-01-03
INE536P01021,2.0,,nan,BSE,SME,2026-01-03
INE537A01013,10.0,,nan,BSE,SME,2026-01-03
INE537B01011,10.0,,nan,BSE,SME,2026-01-03
INE537F01012,10.0,,nan,BSE,SME,2026-01-03
INE537L01010,10.0,,nan,BSE,SME,2026-01-03
INE537U01037,1.0,,nan,BSE,SME,2026-01-03
INE538A01037,1.0,,nan,BSE,SME,2026-01-03
INE538C01017,10.0,,nan,BSE,SME,2026-01-03
INE538D01015,5.0,,nan,BSE,SME,2026-01-03
INE538G01018,10.0,,nan,BSE,SME,2026-01-03
INE539A01019,10.0,,nan,BSE,SME,2026-01-03
INE539B01017,10.0,,nan,BSE,SME,2026-01-03
INE540C01021,10.0,,nan,BSE,SME,2026-01-03
INE540G01014,10.0,,nan,BSE,SME,2026-01-03
INE540H01012,10.0,,nan,BSE,SME,2026-01-03
INE540L01014,2.0,,nan,BSE,SME,2026-01-03
INE540S01019,10.0,,nan,BSE,SME,2026-01-03
INE541A01023,2.0,,nan,BSE,SME,2026-01-03
INE541C01037,10.0,,nan,BSE,SME,2026-01-03
INE541F01022,10.0,,nan,BSE,SME,2026-01-03
INE541K01014,10.0,,nan,BSE,SME,2026-01-03
INE541R01019,10.0,,nan,BSE,SME,2026-01-03
INE542B01011,10.0,,nan,BSE,SME,2026-01-03
INE542C01019,10.0,,nan,BSE,SME,2026-01-03
INE542F01020,10.0,,nan,BSE,SME,2026-01-03
INE542W01025,5.0,,nan,BSE,SME,2026-01-03
INE543F01028,5.0,,nan,BSE,SME,2026-01-03
INE544A01019,10.0,,nan,BSE,SME,2026-01-03
INE544C01023,10.0,,nan,BSE,SME,2026-01-03
INE544H01014,10.0,,nan,BSE,SME,2026-01-03
INE544R01021,1.0,,nan,BSE,SME,2026-01-03
INE544W01021,1.0,,nan,BSE,SME,2026-01-03
INE545A01024,2.0,,nan,BSE,SME,2026-01-03
INE545B01022,10.0,,nan,BSE,SME,2026-01-03
INE545E01018,10.0,,nan,BSE,SME,2026-01-03
INE545H01011,10.0,,nan,BSE,SME,2026-01-03
INE545L01039,10.0,,nan,BSE,SME,2026-01-03
INE545N01019,10.0,,nan,BSE,SME,2026-01-03
INE545U01014,10.0,,nan,BSE,SME,2026-01-03
INE546C01010,10.0,,nan,BSE,SME,2026-01-03
INE546D01018,10.0,,nan,BSE,SME,2026-01-03
INE546F01013,10.0,,nan,BSE,SME,2026-01-03
INE546I01025,2.0,,nan,BSE,SME,2026-01-03
INE546Y01022,5.0,,nan,BSE,SME,2026-01-03
INE547B01028,1.0,,nan,BSE,SME,2026-01-03
INE547C01018,10.0,,nan,BSE,SME,2026-01-03
INE547E01014,10.0,,nan,BSE,SME,2026-01-03
INE548A01028,1.0,,nan,BSE,SME,2026-01-03
INE548B01018,10.0,,nan,BSE,SME,2026-01-03
INE548C01032,1.0,,nan,BSE,SME,2026-01-03
INE548D01014,10.0,,nan,BSE,SME,2026-01-03
INE548H01015,10.0,,nan,BSE,SME,2026-01-03
INE549A01026,1.0,,nan,BSE,SME,2026-01-03
INE549B01016,10.0,,nan,BSE,SME,2026-01-03
INE549D01012,10.0,,nan,BSE,SME,2026-01-03
INE549H01021,5.0,,nan,BSE,SME,2026-01-03
INE549S01036,1.0,,nan,BSE,SME,2026-01-03
INE550B01022,10.0,,nan,BSE,SME,2026-01-03
INE550C01020,1.0,,nan,BSE,SME,2026-01-03
INE550D01010,10.0,,nan,BSE,SME,2026-01-03
INE550F01049,1.0,,nan,BSE,SME,2026-01-03
INE550H01011,10.0,,nan,BSE,SME,2026-01-03
INE550L01013,10.0,,nan,BSE,SME,2026-01-03
INE551B01012,10.0,,nan,BSE,SME,2026-01-03
INE551C01044,1.0,,nan,BSE,SME,2026-01-03
INE551D01018,10.0,,nan,BSE,SME,2026-01-03
INE551W01018,10.0,,nan,BSE,SME,2026-01-03
INE552B01010,10.0,,nan,BSE,SME,2026-01-03
INE552D01024,1.0,,nan,BSE,SME,2026-01-03
INE552F01011,10.0,,nan,BSE,SME,2026-01-03
INE552H01017,10.0,,nan,BSE,SME,2026-01-03
INE552N01023,1.0,,nan,BSE,SME,2026-01-03
INE552U01010,10.0,,nan,BSE,SME,2026-01-03
INE552Z01027,2.0,,nan,BSE,SME,2026-01-03
INE553C01016,10.0,,nan,BSE,SME,2026-01-03
INE553F01035,1.0,,nan,BSE,SME,2026-01-03
INE553H01015,10.0,,nan,BSE,SME,2026-01-03
INE554H01021,10.0,,nan,BSE,SME,2026-01-03
INE554R01020,1.0,,nan,BSE,SME,2026-01-03
INE555B01013,5.0,,nan,BSE,SME,2026-01-03
INE555C01029,2.0,,nan,BSE,SME,2026-01-03
INE555P01013,10.0,,nan,BSE,SME,2026-01-03
INE556D01017,10.0,,nan,BSE,SME,2026-01-03
INE556Z01010,10.0,,nan,BSE,SME,2026-01-03
INE557A01011,10.0,,nan,BSE,SME,2026-01-03
INE557B01019,10.0,,nan,BSE,SME,2026-01-03
INE557C01017,10.0,,nan,BSE,SME,2026-01-03
INE557D01015,10.0,,nan,BSE,SME,2026-01-03
INE557Z01018,10.0,,nan,BSE,SME,2026-01-03
INE558A01019,10.0,,nan,BSE,SME,2026-01-03
INE558D01021,2.0,,nan,BSE,SME,2026-01-03
INE558F01026,1.0,,nan,BSE,SME,2026-01-03
INE559A01017,10.0,,nan,BSE,SME,2026-01-03
INE559D01011,10.0,,nan,BSE,SME,2026-01-03
INE559N01010,10.0,,nan,BSE,SME,2026-01-03
INE559R01029,5.0,,nan,BSE,SME,2026-01-03
INE560A01023,5.0,,nan,BSE,SME,2026-01-03
INE560D01027,1.0,,nan,BSE,SME,2026-01-03
INE560F01022,1.0,,nan,BSE,SME,2026-01-03
INE560K01014,10.0,,nan,BSE,SME,2026-01-03
INE560T01015,10.0,,nan,BSE,SME,2026-01-03
INE561C01019,10.0,,nan,BSE,SME,2026-01-03
INE561D01025,4.0,,nan,BSE,SME,2026-01-03
INE561E01015,10.0,,nan,BSE,SME,2026-01-03
INE561H01026,5.0,,nan,BSE,SME,2026-01-03
INE561M01018,10.0,,nan,BSE,SME,2026-01-03
INE562A01011,10.0,,nan,BSE,SME,2026-01-03
INE562B01019,10.0,,nan,BSE,SME,2026-01-03
INE562E01021,1.0,,nan,BSE,SME,2026-01-03
INE562Q01017,10.0,,nan,BSE,SME,2026-01-03
INE563C01015,10.0,,nan,BSE,SME,2026-01-03
INE563D01013,10.0,,nan,BSE,SME,2026-01-03
INE563J01010,10.0,,nan,BSE,SME,2026-01-03
INE564C01013,10.0,,nan,BSE,SME,2026-01-03
INE564J01026,1.0,,nan,BSE,SME,2026-01-03
INE564S01019,10.0,,nan,BSE,SME,2026-01-03
INE564V01013,10.0,,nan,BSE,SME,2026-01-03
INE565A01014,10.0,,nan,BSE,SME,2026-01-03
INE565E01016,10.0,,nan,BSE,SME,2026-01-03
INE565L01011,1.0,,nan,BSE,SME,2026-01-03
INE565V01010,10.0,,nan,BSE,SME,2026-01-03
INE566K01011,10.0,,nan,BSE,SME,2026-01-03
INE566M01017,10.0,,nan,BSE,SME,2026-01-03
INE567A01028,5.0,,nan,BSE,SME,2026-01-03
INE568F01017,10.0,,nan,BSE,SME,2026-01-03
INE568Z01015,10.0,,nan,BSE,SME,2026-01-03
INE569B01022,5.0,,nan,BSE,SME,2026-01-03
INE569C01020,1.0,,nan,BSE,SME,2026-01-03
INE570A01022,1.0,,nan,BSE,SME,2026-01-03
INE570B01012,10.0,,nan,BSE,SME,2026-01-03
INE570D01018,10.0,,nan,BSE,SME,2026-01-03
INE570L01029,1.0,,nan,BSE,SME,2026-01-03
INE570N01025,1.0,,nan,BSE,SME,2026-01-03
INE571A01038,1.0,,nan,BSE,SME,2026-01-03
INE571B01036,2.0,,nan,BSE,SME,2026-01-03
INE571U01010,10.0,,nan,BSE,SME,2026-01-03
INE572A01036,1.0,,nan,BSE,SME,2026-01-03
INE572D01014,10.0,,nan,BSE,SME,2026-01-03
INE572E01012,10.0,,nan,BSE,SME,2026-01-03
INE572G01025,2.0,,nan,BSE,SME,2026-01-03
INE572J01011,10.0,,nan,BSE,SME,2026-01-03
INE572Z01017,1.0,,nan,BSE,SME,2026-01-03
INE573A01042,2.0,,nan,BSE,SME,2026-01-03
INE573B01016,10.0,,nan,BSE,SME,2026-01-03
INE573K01025,1.0,,nan,BSE,SME,2026-01-03
INE573R01012,10.0,,nan,BSE,SME,2026-01-03
INE574A01016,10.0,,nan,BSE,SME,2026-01-03
INE574D01010,10.0,,nan,BSE,SME,2026-01-03
INE574G01013,10.0,,nan,BSE,SME,2026-01-03
INE574R01028,1.0,,nan,BSE,SME,2026-01-03
INE575C01027,1.0,,nan,BSE,SME,2026-01-03
INE575D01041,2.0,,nan,BSE,SME,2026-01-03
INE575I01016,10.0,,nan,BSE,SME,2026-01-03
INE575P01011,10.0,,nan,BSE,SME,2026-01-03
INE576B01019,10.0,,nan,BSE,SME,2026-01-03
INE576D01015,10.0,,nan,BSE,SME,2026-01-03
INE576I01022,5.0,,nan,BSE,SME,2026-01-03
INE576N01014,10.0,,nan,BSE,SME,2026-01-03
INE576O01020,2.0,,nan,BSE,SME,2026-01-03
INE576P01019,10.0,,nan,BSE,SME,2026-01-03
INE577A01027,2.0,,nan,BSE,SME,2026-01-03
INE577D01013,10.0,,nan,BSE,SME,2026-01-03
INE577L01016,10.0,,nan,BSE,SME,2026-01-03
INE578A01017,10.0,,nan,BSE,SME,2026-01-03
INE578B01015,10.0,,nan,BSE,SME,2026-01-03
INE578C01021,1.0,,nan,BSE,SME,2026-01-03
INE578L01014,10.0,,nan,BSE,SME,2026-01-03
INE578R01011,10.0,,nan,BSE,SME,2026-01-03
INE578V01013,10.0,,nan,BSE,SME,2026-01-03
INE579B01039,1.0,,nan,BSE,SME,2026-01-03
INE579C01029,2.0,,nan,BSE,SME,2026-01-03
INE579D01019,10.0,,nan,BSE,SME,2026-01-03
INE579N01018,10.0,,nan,BSE,SME,2026-01-03
INE580C01019,10.0,,nan,BSE,SME,2026-01-03
INE580D01017,10.0,,nan,BSE,SME,2026-01-03
INE580H01026,5.0,,nan,BSE,SME,2026-01-03
INE581L01018,10.0,,nan,BSE,SME,2026-01-03
INE581M01016,10.0,,nan,BSE,SME,2026-01-03
INE582C01015,10.0,,nan,BSE,SME,2026-01-03
INE582D01013,10.0,,nan,BSE,SME,2026-01-03
INE582K01018,10.0,,nan,BSE,SME,2026-01-03
INE582V01015,10.0,,nan,BSE,SME,2026-01-03
INE583B01015,10.0,,nan,BSE,SME,2026-01-03
INE583C01021,5.0,,nan,BSE,SME,2026-01-03
INE583D01011,10.0,,nan,BSE,SME,2026-01-03
INE583L01014,10.0,,nan,BSE,SME,2026-01-03
INE583M01012,10.0,,nan,BSE,SME,2026-01-03
INE583R01029,2.0,,nan,BSE,SME,2026-01-03
INE583V01021,2.0,,nan,BSE,SME,2026-01-03
INE584A01023,1.0,,nan,BSE,SME,2026-01-03
INE584B01013,10.0,,nan,BSE,SME,2026-01-03
INE584C01011,10.0,,nan,BSE,SME,2026-01-03
INE584D01019,10.0,,nan,BSE,SME,2026-01-03
INE584F01014,10.0,,nan,BSE,SME,2026-01-03
INE584G01012,10.0,,nan,BSE,SME,2026-01-03
INE585A01020,10.0,,nan,BSE,SME,2026-01-03
INE585B01010,5.0,,nan,BSE,SME,2026-01-03
INE586B01026,2.0,,nan,BSE,SME,2026-01-03
INE586D01014,10.0,,nan,BSE,SME,2026-01-03
INE586E01020,2.0,,nan,BSE,SME,2026-01-03
INE586G01017,5.0,,nan,BSE,SME,2026-01-03
INE586V01016,2.0,,nan,BSE,SME,2026-01-03
INE587G01015,10.0,,nan,BSE,SME,2026-01-03
INE587J01027,1.0,,nan,BSE,SME,2026-01-03
INE588E01026,10.0,,nan,BSE,SME,2026-01-03
INE588G01021,5.0,,nan,BSE,SME,2026-01-03
INE589A01014,10.0,,nan,BSE,SME,2026-01-03
INE589D01018,10.0,,nan,BSE,SME,2026-01-03
INE589J01015,10.0,,nan,BSE,SME,2026-01-03
INE589N01017,10.0,,nan,BSE,SME,2026-01-03
INE590B01010,10.0,,nan,BSE,SME,2026-01-03
INE590D01016,10.0,,nan,BSE,SME,2026-01-03
INE590L01019,10.0,,nan,BSE,SME,2026-01-03
INE591A01010,10.0,,nan,BSE,SME,2026-01-03
INE591D01014,10.0,,nan,BSE,SME,2026-01-03
INE591G01025,2.0,,nan,BSE,SME,2026-01-03
INE592A01026,1.0,,nan,BSE,SME,2026-01-03
INE592B01024,1.0,,nan,BSE,SME,2026-01-03
INE593B01030,10.0,,nan,BSE,SME,2026-01-03
INE593O01017,10.0,,nan,BSE,SME,2026-01-03
INE594B01012,10.0,,nan,BSE,SME,2026-01-03
INE594D01018,10.0,,nan,BSE,SME,2026-01-03
INE594H01019,10.0,,nan,BSE,SME,2026-01-03
INE594R01018,10.0,,nan,BSE,SME,2026-01-03
INE594V01028,10.0,,nan,BSE,SME,2026-01-03
INE594W01042,1.0,,nan,BSE,SME,2026-01-03
INE595D01015,10.0,,nan,BSE,SME,2026-01-03
INE595G01018,10.0,,nan,BSE,SME,2026-01-03
INE595R01023,2.0,,nan,BSE,SME,2026-01-03
INE596B01017,10.0,,nan,BSE,SME,2026-01-03
INE596F01018,10.0,,nan,BSE,SME,2026-01-03
INE596H01014,10.0,,nan,BSE,SME,2026-01-03
INE596I01020,2.0,,nan,BSE,SME,2026-01-03
INE597C01021,2.0,,nan,BSE,SME,2026-01-03
INE597I01028,2.0,,nan,BSE,SME,2026-01-03
INE597J01018,10.0,,nan,BSE,SME,2026-01-03
INE597L01014,10.0,,nan,BSE,SME,2026-01-03
INE598C01011,10.0,,nan,BSE,SME,2026-01-03
INE598D01035,1.0,,nan,BSE,SME,2026-01-03
INE598F01014,10.0,,nan,BSE,SME,2026-01-03
INE599F01020,5.0,,nan,BSE,SME,2026-01-03
INE599M01018,10.0,,nan,BSE,SME,2026-01-03
INE600A01035,1.0,,nan,BSE,SME,2026-01-03
INE600B01033,1.0,,nan,BSE,SME,2026-01-03
INE600F01018,10.0,,nan,BSE,SME,2026-01-03
INE600K01018,10.0,,nan,BSE,SME,2026-01-03
INE600L01024,10.0,,nan,BSE,SME,2026-01-03
INE600Y01019,10.0,,nan,BSE,SME,2026-01-03
INE601A01017,10.0,,nan,BSE,SME,2026-01-03
INE601B01023,2.0,,nan,BSE,SME,2026-01-03
INE601C01013,10.0,,nan,BSE,SME,2026-01-03
INE601F01016,10.0,,nan,BSE,SME,2026-01-03
INE601N01010,10.0,,nan,BSE,SME,2026-01-03
INE602A01031,1.0,,nan,BSE,SME,2026-01-03
INE602C01011,10.0,,nan,BSE,SME,2026-01-03
INE602D01027,10.0,,nan,BSE,SME,2026-01-03
INE602G01020,1.0,,nan,BSE,SME,2026-01-03
INE602H01010,10.0,,nan,BSE,SME,2026-01-03
INE602W01027,5.0,,nan,BSE,SME,2026-01-03
INE603A01013,10.0,,nan,BSE,SME,2026-01-03
INE603D01017,10.0,,nan,BSE,SME,2026-01-03
INE603F01012,10.0,,nan,BSE,SME,2026-01-03
INE603J01030,1.0,,nan,BSE,SME,2026-01-03
INE604F01010,10.0,,nan,BSE,SME,2026-01-03
INE605D01012,10.0,,nan,BSE,SME,2026-01-03
INE606A01024,2.0,,nan,BSE,SME,2026-01-03
INE606C01012,10.0,,nan,BSE,SME,2026-01-03
INE606K01049,1.0,,nan,BSE,SME,2026-01-03
INE606N01019,10.0,,nan,BSE,SME,2026-01-03
INE607A01022,2.0,,nan,BSE,SME,2026-01-03
INE607B01012,10.0,,nan,BSE,SME,2026-01-03
INE607D01018,10.0,,nan,BSE,SME,2026-01-03
INE607G01011,10.0,,nan,BSE,SME,2026-01-03
INE607V01028,2.0,,nan,BSE,SME,2026-01-03
INE608A01012,10.0,,nan,BSE,SME,2026-01-03
INE608B01010,10.0,,nan,BSE,SME,2026-01-03
INE608C01026,10.0,,nan,BSE,SME,2026-01-03
INE609A01010,10.0,,nan,BSE,SME,2026-01-03
INE609B01018,10.0,,nan,BSE,SME,2026-01-03
INE609C01024,10.0,,nan,BSE,SME,2026-01-03
INE609D01014,10.0,,nan,BSE,SME,2026-01-03
INE610B01024,10.0,,nan,BSE,SME,2026-01-03
INE610C01014,10.0,,nan,BSE,SME,2026-01-03
INE611A01016,10.0,,nan,BSE,SME,2026-01-03
INE611C01020,10.0,,nan,BSE,SME,2026-01-03
INE611L01021,2.0,,nan,BSE,SME,2026-01-03
INE612D01018,10.0,,nan,BSE,SME,2026-01-03
INE612J01015,10.0,,nan,BSE,SME,2026-01-03
INE613A01020,1.0,,nan,BSE,SME,2026-01-03
INE613B01010,10.0,,nan,BSE,SME,2026-01-03
INE613C01026,2.0,,nan,BSE,SME,2026-01-03
INE614A01028,1.0,,nan,BSE,SME,2026-01-03
INE614B01018,10.0,,nan,BSE,SME,2026-01-03
INE614F01019,10.0,,nan,BSE,SME,2026-01-03
INE614G01033,10.0,,nan,BSE,SME,2026-01-03
INE614R01014,10.0,,nan,BSE,SME,2026-01-03
INE615A01025,10.0,,nan,BSE,SME,2026-01-03
INE615H01020,2.0,,nan,BSE,SME,2026-01-03
INE615I01010,10.0,,nan,BSE,SME,2026-01-03
INE615P01015,10.0,,nan,BSE,SME,2026-01-03
INE615R01029,2.0,,nan,BSE,SME,2026-01-03
INE615T01017,10.0,,nan,BSE,SME,2026-01-03
INE615W01011,10.0,,nan,BSE,SME,2026-01-03
INE616F01022,5.0,,nan,BSE,SME,2026-01-03
INE616N01034,2.0,,nan,BSE,SME,2026-01-03
INE616Z01012,10.0,,nan,BSE,SME,2026-01-03
INE617A01013,10.0,,nan,BSE,SME,2026-01-03
INE617B01011,10.0,,nan,BSE,SME,2026-01-03
INE618A01011,10.0,,nan,BSE,SME,2026-01-03
INE618D01015,10.0,,nan,BSE,SME,2026-01-03
INE618L01018,10.0,,nan,BSE,SME,2026-01-03
INE618R01015,10.0,,nan,BSE,SME,2026-01-03
INE619A01035,2.0,,nan,BSE,SME,2026-01-03
INE619B01017,10.0,,nan,BSE,SME,2026-01-03
INE619I01012,10.0,,nan,BSE,SME,2026-01-03
INE620D01011,10.0,,nan,BSE,SME,2026-01-03
INE621B01021,10.0,,nan,BSE,SME,2026-01-03
INE621C01011,10.0,,nan,BSE,SME,2026-01-03
INE621H01010,10.0,,nan,BSE,SME,2026-01-03
INE621I01042,10.0,,nan,BSE,SME,2026-01-03
INE621L01012,1.0,,nan,BSE,SME,2026-01-03
INE622E01023,10.0,,nan,BSE,SME,2026-01-03
INE622H01018,10.0,,nan,BSE,SME,2026-01-03
INE622Q01019,10.0,,nan,BSE,SME,2026-01-03
INE622W01025,2.0,,nan,BSE,SME,2026-01-03
INE623A01011,10.0,,nan,BSE,SME,2026-01-03
INE623B01027,2.0,,nan,BSE,SME,2026-01-03
INE623D01015,10.0,,nan,BSE,SME,2026-01-03
INE624M01014,10.0,,nan,BSE,SME,2026-01-03
INE624Z01016,10.0,,nan,BSE,SME,2026-01-03
INE625B01014,10.0,,nan,BSE,SME,2026-01-03
INE625D01028,1.0,,nan,BSE,SME,2026-01-03
INE625G01013,10.0,,nan,BSE,SME,2026-01-03
INE625X01018,10.0,,nan,BSE,SME,2026-01-03
INE626A01014,10.0,,nan,BSE,SME,2026-01-03
INE626H01019,10.0,,nan,BSE,SME,2026-01-03
INE626Z01029,1.0,,nan,BSE,SME,2026-01-03
INE627D01016,10.0,,nan,BSE,SME,2026-01-03
INE627F01011,10.0,,nan,BSE,SME,2026-01-03
INE627H01017,10.0,,nan,BSE,SME,2026-01-03
INE628A01036,2.0,,nan,BSE,SME,2026-01-03
INE628B01034,1.0,,nan,BSE,SME,2026-01-03
INE628D01014,10.0,,nan,BSE,SME,2026-01-03
INE629C01014,10.0,,nan,BSE,SME,2026-01-03
INE629D01020,5.0,,nan,BSE,SME,2026-01-03
INE629F01025,2.0,,nan,BSE,SME,2026-01-03
INE630A01024,2.0,,nan,BSE,SME,2026-01-03
INE630D01010,10.0,,nan,BSE,SME,2026-01-03
INE630N01019,10.0,,nan,BSE,SME,2026-01-03
INE630U01014,10.0,,nan,BSE,SME,2026-01-03
INE630Y01024,2.0,,nan,BSE,SME,2026-01-03
INE631A01022,1.0,,nan,BSE,SME,2026-01-03
INE631D01026,1.0,,nan,BSE,SME,2026-01-03
INE631E01024,1.0,,nan,BSE,SME,2026-01-03
INE631R01026,1.0,,nan,BSE,SME,2026-01-03
INE632C01026,1.0,,nan,BSE,SME,2026-01-03
INE632W01016,10.0,,nan,BSE,SME,2026-01-03
INE633B01018,10.0,,nan,BSE,SME,2026-01-03
INE634A01018,10.0,,nan,BSE,SME,2026-01-03
INE634B01016,10.0,,nan,BSE,SME,2026-01-03
INE634I01029,2.0,,nan,BSE,SME,2026-01-03
INE634S01028,1.0,,nan,BSE,SME,2026-01-03
INE635A01023,10.0,,nan,BSE,SME,2026-01-03
INE635D01027,2.0,,nan,BSE,SME,2026-01-03
INE635I01018,10.0,,nan,BSE,SME,2026-01-03
INE635Q01029,2.0,,nan,BSE,SME,2026-01-03
INE636A01039,10.0,,nan,BSE,SME,2026-01-03
INE636B01011,10.0,,nan,BSE,SME,2026-01-03
INE636D01041,1.0,,nan,BSE,SME,2026-01-03
INE636P01011,10.0,,nan,BSE,SME,2026-01-03
INE637C01025,2.0,,nan,BSE,SME,2026-01-03
INE637D01015,10.0,,nan,BSE,SME,2026-01-03
INE637H01024,2.0,,nan,BSE,SME,2026-01-03
INE637N01014,10.0,,nan,BSE,SME,2026-01-03
INE638A01035,2.0,,nan,BSE,SME,2026-01-03
INE638B01025,10.0,,nan,BSE,SME,2026-01-03
INE638D01021,10.0,,nan,BSE,SME,2026-01-03
INE638N01012,10.0,,nan,BSE,SME,2026-01-03
INE639B01015,10.0,,nan,BSE,SME,2026-01-03
INE639C01013,10.0,,nan,BSE,SME,2026-01-03
INE639K01016,10.0,,nan,BSE,SME,2026-01-03
INE640A01023,10.0,,nan,BSE,SME,2026-01-03
INE640B01021,10.0,,nan,BSE,SME,2026-01-03
INE640C01011,10.0,,nan,BSE,SME,2026-01-03
INE641A01013,10.0,,nan,BSE,SME,2026-01-03
INE641B01011,10.0,,nan,BSE,SME,2026-01-03
INE641C01019,10.0,,nan,BSE,SME,2026-01-03
INE641Q01019,10.0,,nan,BSE,SME,2026-01-03
INE641R01017,10.0,,nan,BSE,SME,2026-01-03
INE642C01025,5.0,,nan,BSE,SME,2026-01-03
INE642I01014,10.0,,nan,BSE,SME,2026-01-03
INE642P01019,10.0,,nan,BSE,SME,2026-01-03
INE642Z01026,2.0,,nan,BSE,SME,2026-01-03
INE643A01035,1.0,,nan,BSE,SME,2026-01-03
INE643C01015,10.0,,nan,BSE,SME,2026-01-03
INE643K01018,10.0,,nan,BSE,SME,2026-01-03
INE643N01012,10.0,,nan,BSE,SME,2026-01-03
INE644U01015,10.0,,nan,BSE,SME,2026-01-03
INE644Y01017,10.0,,nan,BSE,SME,2026-01-03
INE645C01010,10.0,,nan,BSE,SME,2026-01-03
INE645H01027,1.0,,nan,BSE,SME,2026-01-03
INE645S01024,1.0,,nan,BSE,SME,2026-01-03
INE645W01026,2.0,,nan,BSE,SME,2026-01-03
INE646B01010,10.0,,nan,BSE,SME,2026-01-03
INE646H01017,10.0,,nan,BSE,SME,2026-01-03
INE646L01027,10.0,,nan,BSE,SME,2026-01-03
INE646X01014,10.0,,nan,BSE,SME,2026-01-03
INE647A01010,10.0,,nan,BSE,SME,2026-01-03
INE647O01011,10.0,,nan,BSE,SME,2026-01-03
INE647W01014,10.0,,nan,BSE,SME,2026-01-03
INE647Z01025,1.0,,nan,BSE,SME,2026-01-03
INE648E01010,10.0,,nan,BSE,SME,2026-01-03
INE648Z01023,1.0,,nan,BSE,SME,2026-01-03
INE649C01012,10.0,,nan,BSE,SME,2026-01-03
INE649R01010,10.0,,nan,BSE,SME,2026-01-03
INE650C01036,1.0,,nan,BSE,SME,2026-01-03
INE650G01029,1.0,,nan,BSE,SME,2026-01-03
INE650K01021,5.0,,nan,BSE,SME,2026-01-03
INE650L01011,10.0,,nan,BSE,SME,2026-01-03
INE651C01018,10.0,,nan,BSE,SME,2026-01-03
INE651D01016,10.0,,nan,BSE,SME,2026-01-03
INE652D01014,10.0,,nan,BSE,SME,2026-01-03
INE652F01027,2.0,,nan,BSE,SME,2026-01-03
INE652V01016,10.0,,nan,BSE,SME,2026-01-03
INE652Z01017,10.0,,nan,BSE,SME,2026-01-03
INE653C01022,1.0,,nan,BSE,SME,2026-01-03
INE653D01012,10.0,,nan,BSE,SME,2026-01-03
INE653R01012,10.0,,nan,BSE,SME,2026-01-03
INE653S01028,1.0,,nan,BSE,SME,2026-01-03
INE654B01014,10.0,,nan,BSE,SME,2026-01-03
INE654D01010,10.0,,nan,BSE,SME,2026-01-03
INE654H01011,10.0,,nan,BSE,SME,2026-01-03
INE655A01013,10.0,,nan,BSE,SME,2026-01-03
INE655B01011,10.0,,nan,BSE,SME,2026-01-03
INE655D01025,2.0,,nan,BSE,SME,2026-01-03
INE655P01029,1.0,,nan,BSE,SME,2026-01-03
INE655V01019,10.0,,nan,BSE,SME,2026-01-03
INE656B01027,1.0,,nan,BSE,SME,2026-01-03
INE657D01021,2.0,,nan,BSE,SME,2026-01-03
INE658D01011,10.0,,nan,BSE,SME,2026-01-03
INE658G01014,10.0,,nan,BSE,SME,2026-01-03
INE658T01017,10.0,,nan,BSE,SME,2026-01-03
INE659A01023,2.0,,nan,BSE,SME,2026-01-03
INE659F01014,10.0,,nan,BSE,SME,2026-01-03
INE660A01013,10.0,,nan,BSE,SME,2026-01-03
INE660B01011,10.0,,nan,BSE,SME,2026-01-03
INE660C01027,1.0,,nan,BSE,SME,2026-01-03
INE660D01017,10.0,,nan,BSE,SME,2026-01-03
INE661D01015,10.0,,nan,BSE,SME,2026-01-03
INE661F01010,10.0,,nan,BSE,SME,2026-01-03
INE661I01014,10.0,,nan,BSE,SME,2026-01-03
INE661K01010,10.0,,nan,BSE,SME,2026-01-03
INE661M01016,10.0,,nan,BSE,SME,2026-01-03
INE661Q01017,10.0,,nan,BSE,SME,2026-01-03
INE662A01027,1.0,,nan,BSE,SME,2026-01-03
INE662D01013,10.0,,nan,BSE,SME,2026-01-03
INE663A01033,2.0,,nan,BSE,SME,2026-01-03
INE663B01015,10.0,,nan,BSE,SME,2026-01-03
INE663F01032,2.0,,nan,BSE,SME,2026-01-03
INE663P01015,10.0,,nan,BSE,SME,2026-01-03
INE664D01019,10.0,,nan,BSE,SME,2026-01-03
INE664N01018,10.0,,nan,BSE,SME,2026-01-03
INE664X01025,10.0,,nan,BSE,SME,2026-01-03
INE665A01038,1.0,,nan,BSE,SME,2026-01-03
INE665D01016,10.0,,nan,BSE,SME,2026-01-03
INE665J01013,10.0,,nan,BSE,SME,2026-01-03
INE665L01035,1.0,,nan,BSE,SME,2026-01-03
INE666D01022,1.0,,nan,BSE,SME,2026-01-03
INE666E01020,10.0,,nan,BSE,SME,2026-01-03
INE666Q01016,10.0,,nan,BSE,SME,2026-01-03
INE666Y01010,10.0,,nan,BSE,SME,2026-01-03
INE667G01023,1.0,,nan,BSE,SME,2026-01-03
INE668A01016,10.0,,nan,BSE,SME,2026-01-03
INE668D01028,2.0,,nan,BSE,SME,2026-01-03
INE668F01031,1.0,,nan,BSE,SME,2026-01-03
INE668G01021,2.0,,nan,BSE,SME,2026-01-03
INE668L01013,10.0,,nan,BSE,SME,2026-01-03
INE668Y01016,10.0,,nan,BSE,SME,2026-01-03
